,ord__Education,ord__EnvironmentSatisfaction,ord__JobInvolvement,ord__JobSatisfaction,ord__PerformanceRating,ord__RelationshipSatisfaction,ord__StockOptionLevel,ord__TrainingTimesLastYear,ord__WorkLifeBalance,ord__JobLevel,onehot__BusinessTravel_Non-Travel,onehot__BusinessTravel_Travel_Frequently,onehot__BusinessTravel_Travel_Rarely,onehot__Department_Human Resources,onehot__Department_Research & Development,onehot__Department_Sales,onehot__EducationField_Human Resources,onehot__EducationField_Life Sciences,onehot__EducationField_Marketing,onehot__EducationField_Medical,onehot__EducationField_Other,onehot__EducationField_Technical Degree,onehot__Gender_Female,onehot__Gender_Male,onehot__JobRole_Healthcare Representative,onehot__JobRole_Human Resources,onehot__JobRole_Laboratory Technician,onehot__JobRole_Manager,onehot__JobRole_Manufacturing Director,onehot__JobRole_Research Director,onehot__JobRole_Research Scientist,onehot__JobRole_Sales Executive,onehot__JobRole_Sales Representative,onehot__MaritalStatus_Divorced,onehot__MaritalStatus_Married,onehot__MaritalStatus_Single,onehot__OverTime_No,onehot__OverTime_Yes,std__Age,std__DailyRate,std__DistanceFromHome,std__HourlyRate,std__MonthlyIncome,std__MonthlyRate,std__NumCompaniesWorked,std__YearsAtCompany,std__YearsSinceLastPromotion,std__TotalWorkingYears,std__YearsInCurrentRole,std__YearsWithCurrManager,std__PercentSalaryHike,std__EmployeeNumber
10,3.0,2.0,1.0,0.0,3.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-0.1098224189781389,1.0557228764541378,-0.06346409151420909,0.7903983809520746,-0.6866668644230002,-1.0155944359849778,1.7125501242823284,-0.3497134099278029,-0.6713834044229667,-0.19666357539914364,-0.35732147528567737,-0.3497777885792307,2.1132224481478006,-1.629923763387303
11,2.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.8910322179079453,-0.26218071834552115,-1.0364939915528357,1.0361898140240844,2.016291606843321,-1.5102613298401493,0.1162057290870128,-0.028188916774835173,-0.3613874360412142,-0.3235041678944104,0.7597533029330014,0.7537960556891891,-0.32604168070101025,0.4541814945932233
12,3.0,3.0,2.0,3.0,2.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8945901796458978,-0.6268677817919917,-0.1850928290190374,0.44629037465126076,-0.6250282738224472,-0.6973860383661025,2.510722321879986,0.4540978229546165,2.1185803110128063,0.05701760959138992,1.3182906920423407,1.0296895167562938,-0.32604168070101025,-0.9138811323107275
13,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.5606406169906364,-0.7325012760316589,1.2744520210389023,1.5277726801681042,-0.9279075552217164,1.459267211464443,-1.081052567309474,-0.5104756565042868,-0.3613874360412142,-0.8308665378754775,-0.35732147528567737,-0.6256712496463356,-0.32604168070101025,0.9073943599099262
14,2.0,3.0,1.0,0.0,3.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.3330252186723693,-0.325057798250085,-1.0364939915528357,1.5277726801681042,-0.27517613544827363,1.5901880312526626,-1.081052567309474,0.9363845626840681,0.5686004691040435,0.31069879458192345,1.3182906920423407,1.305582977823399,1.3001344051981971,0.3193969993317503
15,2.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.6678294182137149,-1.4593603197284175,-0.30672156652386573,1.6752475400113103,0.06192319107750964,-0.28601977215985125,0.5152918278858417,0.1325733298016487,1.4985883742493011,-0.19666357539914364,0.7597533029330014,0.7537960556891891,-1.139129723650614,-0.9745341551783905
16,2.0,2.0,1.0,0.0,2.0,2.0,1.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.006191579493013,-0.40302537733174426,-1.0364939915528357,-1.2742496568528086,0.8576986504170635,-1.549273790455727,-0.2828803697118161,0.4540978229546165,2.1185803110128063,1.1985829420487908,1.3182906920423407,0.20200913355497915,-0.5970710283508781,-1.4664975628827668
17,2.0,0.0,2.0,3.0,2.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.4446266185194845,-1.7133837225428554,-0.06346409151420909,-0.29108392456476895,-0.8197212013745389,-1.1093076420900132,-1.081052567309474,1.097146809260552,0.5686004691040435,0.43753938707719026,1.5975593865970104,1.5814764388905038,-0.5970710283508781,0.4103765336332446
18,3.0,0.0,1.0,3.0,3.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.11338038071609148,-0.2420600527760607,-1.0364939915528357,-0.3402422111791709,0.4353680313712052,-0.19036288474300786,0.5152918278858417,0.1325733298016487,-0.6713834044229667,0.05701760959138992,-0.35732147528567737,0.7537960556891891,1.8421931004979328,-1.2879081066613152
19,1.0,3.0,2.0,1.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.1098224189781389,1.5034076853746325,-0.5499790415335224,-0.19276735133596495,-0.15381187602442606,-0.6047835072963861,2.1116362230811574,0.9363845626840681,0.2586045007222909,0.564379979572457,1.87682808115168,0.7537960556891891,0.21601701459872552,-1.1632324485444527
20,1.0,3.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.006191579493013,0.4847989909206977,-1.0364939915528357,-1.0776165103952007,-0.6832661145967628,1.2017294376498644,1.3134640254834995,-0.028188916774835173,0.8785964374857961,-0.19666357539914364,0.4804846083783317,0.7537960556891891,-0.868100376000746,0.538421804131644
21,2.0,1.0,3.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.44818458025743707,-0.8834062678026123,-0.5499790415335224,0.9378732407952806,0.04938292609325919,0.17060650173564657,0.1162057290870128,-0.6712379030807707,-0.3613874360412142,-0.06982298290387685,-0.636590169840347,-0.6256712496463356,-0.868100376000746,1.38082489951585
22,2.0,2.0,3.0,3.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.895444816531982,-0.3627840461928234,1.3960807585437307,-1.1267747970096025,-0.8416135283809422,-1.2843777945321604,-0.681966468510645,-0.8320001496572546,-0.05139146765946163,-1.211388315361278,-0.9158588643950167,-0.6256712496463356,0.48704636224859343,0.39015885934402367
23,1.0,2.0,2.0,0.0,2.0,3.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.6678294182137149,0.4470727429779594,-0.793236516543179,-0.8809833639375927,-0.7593578919588249,-1.4308480648148452,-0.681966468510645,-0.5104756565042868,-0.05139146765946163,-0.9577071303707443,-0.636590169840347,-0.3497777885792307,-0.5970710283508781,1.6065889290788173
24,2.0,2.0,2.0,0.0,3.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.006191579493013,1.5184981845517278,-0.9148652540480073,0.1513406549648489,2.2126849093085315,1.360000630182813,2.1116362230811574,3.0262937681783586,3.9785561213033214,2.0864670895156587,2.9939028593703587,1.305582977823399,2.1132224481478006,0.35309312314711855
25,3.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.7874013784228193,0.6834905634191196,-0.793236516543179,-1.0284582237807987,2.326610028487485,0.9322519072056075,0.1162057290870128,-0.3497134099278029,-0.3613874360412142,1.1985829420487908,-0.35732147528567737,-0.3497777885792307,0.21601701459872552,-1.0250783409014428
26,1.0,2.0,1.0,0.0,2.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.4490392171435211,-1.1273693378323202,1.3960807585437307,-0.43855878440797486,-0.9228064304823603,-0.5921495787696333,-1.081052567309474,-0.9927623962337385,-0.6713834044229667,-1.211388315361278,-0.9158588643950167,-1.1774581717805455,-0.32604168070101025,0.9377208713437577
27,3.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.675799978575704,1.3248367784456712,0.17979338349544755,0.7903983809520746,-0.7415039553710784,1.0440135826345753,2.1116362230811574,-0.3497134099278029,-0.3613874360412142,-0.3235041678944104,-0.636590169840347,-0.07388432751212577,1.3001344051981971,-0.3056660974433307
28,1.0,3.0,2.0,1.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.1098224189781389,1.714674673853967,-0.793236516543179,-1.7658325229968284,-0.9670161782234467,0.10563201216948878,0.5152918278858417,0.1325733298016487,1.4985883742493011,0.1838582020866567,0.7597533029330014,-0.6256712496463356,-0.868100376000746,-1.2744296571351679
29,1.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.8910322179079453,1.4581361878433465,0.42305085850510415,-0.9792999371663966,-0.5553129023845802,1.3019678595873985,0.5152918278858417,-0.5104756565042868,-0.6713834044229667,-0.19666357539914364,-0.35732147528567737,-0.3497777885792307,-0.5970710283508781,1.7834935791095008
30,1.0,2.0,2.0,0.0,2.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0026336177550603,1.2619596985411072,0.9095658085244175,0.6429235211088686,-0.44202542379804655,-0.10636808519701327,-0.681966468510645,0.4540978229546165,-0.3613874360412142,-0.19666357539914364,-1.1951275589496864,1.0296895167562938,-0.868100376000746,-0.7723574122861809
31,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5597859801045523,-1.2531234976414478,-0.9148652540480073,-0.4877170710223768,2.602070764412715,0.41800936585293974,0.9143779266846706,2.383244781872423,0.5686004691040435,1.5791047195345913,0.4804846083783317,2.685050283158924,-1.139129723650614,1.7464278429125957
32,0.0,2.0,2.0,0.0,2.0,3.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.7838434166848667,-0.7475917752087543,-0.5499790415335224,-0.3894004977935729,-0.904952493894614,1.5518697425341592,-0.681966468510645,-0.8320001496572546,-0.3613874360412142,-1.211388315361278,-0.636590169840347,-0.6256712496463356,-1.139129723650614,1.7295797810049116
33,3.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.675799978575704,-0.18924330565622707,-0.1850928290190374,0.9378732407952806,-0.36061997483248853,0.4784023208984069,-0.2828803697118161,0.1325733298016487,1.4985883742493011,-0.06982298290387685,-0.636590169840347,0.7537960556891891,-0.05501233305114235,-0.9458924499353274
34,0.0,0.0,2.0,2.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.6722420168377516,-0.48853820600195114,-0.42835030402869406,0.1513406549648489,-0.8214215762876576,-0.2993478725836785,-1.081052567309474,-0.8320001496572546,-0.05139146765946163,-1.084547722866011,-0.636590169840347,-0.6256712496463356,1.3001344051981971,-0.5381693517693716
35,3.0,2.0,1.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.1098224189781389,-1.1801860849521537,0.7879370710195891,1.5769309667825062,-0.2105618887497628,-0.11206029475302282,0.5152918278858417,-0.6712379030807707,-0.6713834044229667,-0.06982298290387685,-0.636590169840347,-0.6256712496463356,-0.5970710283508781,0.7439681594053903
36,1.0,3.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.6722420168377516,1.0859038748083285,-1.0364939915528357,-1.6183576631536223,-0.3959027542797017,0.672631617699806,1.3134640254834995,-0.8320001496572546,-0.05139146765946163,-0.9577071303707443,-0.636590169840347,-0.6256712496463356,1.8421931004979328,-0.20626253218799437
37,3.0,3.0,2.0,0.0,2.0,3.0,1.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.122205577964165,-0.20181872163713985,-0.6716077790383507,1.2819812470960943,2.8280080809933628,0.5933571870539168,0.5152918278858417,-0.3497134099278029,0.5686004691040435,2.0864670895156587,-0.636590169840347,-0.6256712496463356,-0.5970710283508781,0.3311906426671292
38,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.8910322179079453,1.3348971112304013,-0.30672156652386573,0.7903983809520746,-0.003116149349280821,-1.4018316795171382,-0.681966468510645,-0.18895116335131906,-0.3613874360412142,-0.7040259453802107,-1.1951275589496864,-1.1774581717805455,-1.139129723650614,0.4474422698301497
39,3.0,1.0,2.0,2.0,2.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.1098224189781389,0.21568508892916433,-1.0364939915528357,0.3479738014224568,0.0376928485655681,0.9920895247334152,1.3134640254834995,-0.9927623962337385,-0.6713834044229667,0.43753938707719026,-1.1951275589496864,-1.1774581717805455,-0.5970710283508781,0.9950042818298838
40,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.3330252186723693,1.1085396235739713,0.42305085850510415,-1.3234079434672104,0.4230403132510946,1.1957595593350252,-0.681966468510645,0.1325733298016487,-0.3613874360412142,-0.3235041678944104,0.7597533029330014,-0.9015647107134406,0.7580757098984613,1.6116433476511227
41,3.0,0.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.3330252186723693,-0.33511813103481525,-0.42835030402869406,-1.2250913702384065,-0.3886761608989472,-0.2525606867208683,-0.681966468510645,1.41867130241352,-0.05139146765946163,0.564379979572457,2.4353654702610195,1.5814764388905038,-0.32604168070101025,-1.4429102762120092
42,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.4525971788814738,0.4797688245283326,-0.30672156652386573,-1.1267747970096025,2.5723142034331374,0.33318156003045596,0.9143779266846706,3.187056014754843,3.358564184539816,2.2133076820109254,-0.35732147528567737,1.0296895167562938,-0.868100376000746,-1.540629035276577
43,2.0,1.0,1.0,0.0,2.0,3.0,1.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.77943081806083,-0.14648689132112364,-1.0364939915528357,-0.09445077810716102,0.6538662077069588,-1.2464760089519018,-0.681966468510645,0.4540978229546165,1.1885924058675486,-0.19666357539914364,1.039021997487671,0.7537960556891891,-1.139129723650614,0.9562537394422103
